text,Label,Score
pet squirell abandoned baby classed vermin rspca wouldnt take inbrbrour squiz 39cyril39 also liked bury nuts everywhere one day even stepdads armpits,0,0.9939992427825928
subscribe ill subscribe back,0,0.999242067337036
kangaroo roids much,0,0.9752823114395142
dat squirrel,0,0.9844362735748292
ya gonna youtube die,0,0.9772497415542604
australia biatchbr,0,0.9729174375534058
291 viewer,1,0.939960479736328
cop brutal,0,0.9878756403923036
6 videos wtf,0,0.9118327498435974
shave fbb beard,0,0.9816469550132751
love thumbsupthumbsupthumbsupthumbsupcatwithtearsofjoy,1,0.9998791217803956
6 vid 00,0,0.9820382595062256
dance,1,0.9988874793052672
facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyloudlycryingfaceloudlycryingfacefacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,0,0.6970565319061279
whos watching 2001,1,0.9969611763954164
expecting smelly nuts joke due squirel hidings nuts laundry basket,0,0.998474895954132
omg 4 cats wonder crazy,1,0.9902335405349731
whos watching 2017 like,0,0.9586553573608398
cover one eminems albums you39re wall paper,0,0.9933547973632812
yes willus,1,0.9996614456176758
bambr,1,0.9507887959480286
darth vader xd,1,0.9823585152626038
think first video cgi,0,0.9913771152496338
fuck honestly i39m going miss watching ur videos day u quit making ray i39ve subscribed u 4 years good memories n many laughs old chap,0,0.986549437046051
href lol,0,0.9952822327613832
dogs name realy spot,1,0.9223155975341796
100th like,1,0.9893934726715088
huge kangarooflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneoncomingfistdarkskintoneoncomingfistdarkskintoneoncomingfistdarkskintoneoncomingfistdarkskintoneoncomingfistdarkskintoneoncomingfistdarkskintoneoncomingfistdarkskintoneoncomingfistdarkskintoneoncomingfistdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneflexedbicepsdarkskintoneneutralface,1,0.9980789422988892
know i39m going take high road make joke smuggling meth fish,0,0.9848006963729858
href face omfg can39t facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyOKhandwavinghand,0,0.9845640659332277
39 2017,1,0.9399722814559937
yep 100 fart hahahaha,0,0.9864975810050964
dude post video one one stop showing it39s embarrassing you39re funny,0,0.9997583031654358
shave damn 192039s pubic bush face man child,0,0.9863209128379822
third video killed xdd towards end,0,0.9974095225334167
briike comment heard fart href xd,0,0.9978702068328856
almost want cherish videos last year thisalmost loljk,1,0.9974576830863952
america would see policeman like,1,0.7808488011360168
squrrell great great great grandson guy ice age,1,0.9978945851325988
dogs face like wtf squirrel,0,0.9976270794868468
ever smoked bagpipe,0,0.9540675282478333
awe squirrel video,1,0.9646309018135072
ray hope congress gets better d39,0,0.9864837527275084
end squirrel video theres ghost cuz see dot move,0,0.9864248037338256
yeah fck arkansas fishing hunting cops,1,0.9511175751686096
r censors,0,0.9974773526191713
damn kangaroo jacked puns aside,0,0.9986849427223206
ur shows finally get better better normalle good long timeand u gonne quit,0,0.998790681362152
live arkansas,1,0.9989427924156188
116th,1,0.9972915053367616
episode lame,0,0.9997929930686952
bring back yourfavoritemartian,0,0.8219312429428101
first comment oh wait bet ray got hots kangaroo,1,0.9271117448806764
cop video made think first person shooters,1,0.768991231918335
16,1,0.9878718852996826
one cares youre 79th 100th get hobby,0,0.9997183680534364
669 videos heh,0,0.9854972958564758
13th listen screw want legit chain acually click newest comment say number,0,0.9916836023330688
href 3939hes alien3939,0,0.9738983511924744
meth head tom cruise,0,0.9906558394432068
lol bench pressing koala bears,0,0.9845222234725952
kinda hoping kangaroo jack joke,0,0.9951342940330504
great videos dude,1,0.9998642206192015
39roo fuckin39 jacked,0,0.9986636638641356
best cat impression,1,0.9997627139091492
ray disappoint 2 reviewsvideos,0,0.9879330992698668
anybody else notice put darth vader credits,0,0.9827871322631836
makes proud arky,1,0.999852180480957
anyone else noticed stopped censoring words,0,0.998245120048523
lol even fuck bro hahaha,0,0.9917622804641724
86,1,0.9845684766769408
669 vidsbrcongratz,1,0.9892717599868774
dbol,0,0.9984259605407716
even fuck bro,0,0.979842245578766
ray hooker stop giving head clown circus thought tasted funny badumpdump,0,0.9991443157196044
new test added,1,0.9815587401390076
testing new comment,0,0.8587408065795898
isn39t koala bear it39s koala,0,0.998178005218506
marsupial kangaroo jacked,0,0.9954291582107544
one best 3s,1,0.9996449947357178
yo show funny,0,0.9401992559432985
everyone stop watching rays channels really uhsay hussain found recently im saying,0,0.9887219667434692
person owns squirrel freinds aunt xd,0,0.8917626738548279
i39m arkansas finally something exciting happened,1,0.9993258714675904
real life version kangaroo penguins madagascar,1,0.9972757697105408
lol good episode,1,0.9998469352722168
don39t embarrassed little squirrel proud nuts walk around hanging like,1,0.9997329115867616
meth even,0,0.8451735973358154
uploaded birthday,1,0.6144015192985535
flexin,1,0.9684211015701294
methhead also squirrel trying bury nuts damn day long,0,0.9958937168121338
hope ray dosn39t stop equals 3,1,0.8745617866516113
fuck beard,0,0.9985411167144777
best video,1,0.9997138381004332
man you39re great,1,0.9998676776885986
quotdo even fuck broquot,0,0.9918748736381532
hahahaa,0,0.9478150010108948
danm jmennui de tasha cest video font penser elle pcq aimait les regarder ensemble,0,0.8839001059532166
hahaha meth head shitting bricks,0,0.9994601607322692
ya even fuck brah aha,0,0.9962181448936462
yea kangaroo puff fuck,0,0.9937684535980223
meth great preworkout bro little tho,1,0.9680193662643432
best boy electric darth vader,1,0.9978812336921692
dog looks 238 done,0,0.9984579086303712
may think kangaroo looks weird funny that39s attract female kangaroos,1,0.9770128726959229
hmm shave beard look like homeless guy,0,0.9984917640686036
least squirrel didn39t put ass,0,0.9892559051513672
look like really evil beard,0,0.9970422387123108
darth vader u fukin serious,0,0.9013747572898864
bring back quotthe comment question dayquot,1,0.7635500431060791
beards coming raja bin jihad,0,0.964442253112793
dat roo,0,0.976466417312622
skurrel bidc chu spell itb,0,0.997610330581665
doesn39t hide nuts laundry basket,0,0.996516227722168
1st preparing nopes,0,0.9925922155380248
hahaha even fuck bro,0,0.9960476756095886
arkansas game fish rep south,0,0.7058001160621643
anyone else notice face shaved last frame,0,0.9964709281921388
super funny 904,1,0.99372535943985
hey people follow please singing channel need followers thanks,0,0.9813517928123474
that39s get australia saying roo39s size aren39t uncommon,0,0.997524082660675
good vid,1,0.999848484992981
channel,0,0.8285150527954102
dayum,0,0.991601288318634
lol bunking kangaroo,0,0.9850503206253052
looks like another nut drops dogs ass end,0,0.9989763498306274
methhead,1,0.9986171722412108
stop madafuka stop,0,0.9991187453269958
video funny fuck,1,0.993363618850708
hahaha,1,0.8176082372665405
bear kangaroo day son,1,0.9943917393684388
already tried put nuts dog film never got viral,0,0.9994152784347534
ray end 3 please atleast onceamonth,0,0.993100881576538
cool video see watchvyecak3skbi4,1,0.9996577501296996
ahahahha wtf hhahahahah,0,0.998869001865387
lol ending funny,1,0.9996562004089355
reason kangaroos buff climb trees lot,0,0.8856387138366699
didnt know osama bin ladin makes tube videos 0,0,0.9959529638290404
3456,1,0.8329236507415771
best rwj video ever,1,0.9998300075531006
refreshed,1,0.9998185038566588
pew pew pew,0,0.902443826198578
second,1,0.9954835176467896
watch video end brfearfulface fuck,0,0.9767735004425048
dat kangaroo doe,0,0.9916468858718872
hey i39m australian im gonna say im pretty sure kangaroo flexing pissed lol,0,0.9896742701530457
ray dont go c,0,0.931086003780365
remember google glass popular facewithtearsofjoyfacewithtearsofjoy,1,0.5267885327339172
im kinda sad welcome imgur 2 months ago,0,0.996455192565918
beard doesn39t fit shave,0,0.9995964169502258
video 6 seconds short ray,0,0.9909763932228088
look meth head39s teeth,0,0.958824634552002
hey project views get better grade get asking please click link get views thanksbra href,0,0.7646612524986267
lolbri live arkansas,0,0.7597745656967163
plot twist cop actually meth,0,0.6950308680534363
href omfg cant stop laughing,0,0.992384433746338
good ep,1,0.9998645782470704
remember ray 90 views pepergrage farm remembers,0,0.8115026950836182
lol kangaroo hilarious,1,0.9998503923416138
posted birthday beamingfacewithsmilingeyessmilingfacewithsmilingeyes,0,0.538957417011261
looks like today39s subject animalsbr,1,0.9729560613632202
href breaking wind xd,0,0.9698346257209778
think thailand lives usa,0,0.9675840139389038
beerd sexy,1,0.9997803568840028
buffed kangaroo read somewhere internet something disease sickness sort apparently makes u buffed yes also people quotsufferingquot whatever,0,0.9955780506134032
wait what39s ray leaving someone pls help i39m scared,0,0.9995511174201964
even lift brah,1,0.9439199566841124
come don39t wrap show upbrone episode per week perfect still hilarious,1,0.99974924325943
omg ray funny bro lol,0,0.9764466285705566
even fuck bro hah,0,0.993533730506897
thumb referring jessie pinkman meth head,0,0.984351933002472
3,0,0.9927154183387756
ya haha,0,0.6106148362159729
lmao dbolbrbryo ray u aware,0,0.9968998432159424
koalas ray koala bears,0,0.9815084338188172
669 vidioes lolololololololololoololololpololololololo,0,0.9883527159690856
cellmate going hide nuts fur know mean xd,0,0.9979152083396912
shave bro,0,0.8556793332099915
next videos post quoti approve messagequot diferent accents,1,0.9822291135787964
nice episode laughed ass,1,0.9995928406715392
genetically selective breeding kangaroo,0,0.9617729783058168
lmao rays voice squirrel,1,0.94543719291687
arkansas part game fish mess us pay price,1,0.990059733390808
goddamn funny lost said might cell mate facewithtearsofjoyfacewithtearsofjoy,0,0.9954311847686768
ray u even potato bro,0,0.996460497379303
enjoy steel last,1,0.999858260154724
lookbron yourebrleft deldelgt said left idiot,0,0.9997816681861876
kangaroos tend flex females around,1,0.890834391117096
u even lift bra,1,0.5902043581008911
seriously people proud poop rebels life follow rules get payback think anyone going stall would think quotoh good saving water i39m going poop top thatquot everyone walks away finds another stall,0,0.9961007833480836
hey u know something reason kangroo ripped every single one ripped like u see r standing go google images type ripped kangroos 100x worse,0,0.999419331550598
wrong side road ha americans,0,0.999405026435852
haha kangaroo jacked anyone ok,0,0.9994749426841736
would good stay away href,0,0.9953314661979676
beard,0,0.9755315780639648
screamed said arkansas game fish state felt bad guy looked terrified,0,0.9993630051612854
momma told knock,0,0.996102809906006
dude show give millons views week really going kill show,0,0.9969667792320251
hahahah go ep,0,0.5393205285072327
love show much plz don39t retire,1,0.9996932744979858
rayby come backbrwe blame carlosbri39ll get without seeing kajabrdu du du dududu,0,0.9959476590156556
even fuck bro,0,0.9936931133270264
even fuck brah xd,0,0.9882319569587708
oh yeah,1,0.9974908828735352
cant believe much views ray lostbrgod damn,0,0.9996680021286012
302nd aw,0,0.9915191531181335
riley rewind gonna carry,0,0.9980126619338988
i39m ray william message approve johnson,1,0.9997710585594176
dat crack head doe,0,0.9904584884643556
omg laughed hard,1,0.9814565181732178
finally compare show audience,1,0.9962621331214904
emerged i39m arkansasbr,1,0.6455155611038208
ray shoutout satanists watch show firmly believe dressed satan 6th video sayn,1,0.7402142882347107
hood know right,1,0.9991939663887024
totally dont make videos trust,0,0.999233603477478
quotdo even fuck broquot killed,0,0.9969569444656372
wo,1,0.5430637001991272
jajaja nice episode ray,1,0.9983657002449036
hey funny hahaha,1,0.9996898174285888
dose biceps dow,0,0.9364844560623168
one thing say one thing onlydon39t fuck arkansas game amp fish commission,0,0.99232679605484
come 2 videos,0,0.9895411133766174
href,0,0.979802906513214
awesome i39m pretty awesome check channel sub awesome people unite paperclips,1,0.9998273849487304
hehehehehe,1,0.9578287601470948
shave nasty uneven beard starting look dirtier usual ray,0,0.9964107871055604
best boy electric darth vader thats heavy dude greetings portugal,0,0.9692825078964232
couldnt stop staring two hairless patches beard lol,0,0.9930003881454468
zyzz reborn,1,0.9913389682769777
15 minutes ago already 600 views,0,0.9391704201698304
wonder retiring equals three result often runaway thoughts podcasts,0,0.9986509680747986
3939go spend time family3939i would couldbitch,0,0.994270920753479
awesome video,1,0.999868631362915
people don39t believe evolution,0,0.9945401549339294
pet squirrel,0,0.990284502506256
kangaroo muscled cause it39s big red male,0,0.865516722202301
69th,1,0.9559627771377563
na man meths pretty safe brah,1,0.9961723685264589
try running one muscle built mother fuckers 100kmh,0,0.9961243271827698
low myostatin,0,0.9993360638618468
kangaroo would fuck pacman anyday,0,0.9977217316627502
looked like driving correct side road,1,0.9993440508842468
koala39s aren39t bears,0,0.9828654527664183
varth vader quotbest boy electricquot,0,0.9831411838531494
remember ray made love declaration ellen page like 2011 can39t wait see reaction next video,1,0.9917110204696656
nice video ray,1,0.9998300075531006
fuck cat ladyman fuck don39t know,0,0.9978874325752258
669 videos,1,0.932899296283722
ya,0,0.9770812392234802
note self don39t drink orange juice watching equals three it39s hard laugh,0,0.995654821395874
kangaroo jack,0,0.6851895451545715
good job mr ray,1,0.9998408555984496
great episode,1,0.9998571872711182
aww it39s squerwill,0,0.9982548356056212
videos getting shorter,0,0.9988277554512024
even shave bro,0,0.996553897857666
ray,0,0.9945911765098572
2017 december 19th,1,0.9929139614105223
hey babe u look beautiful dana,1,0.9997945427894592
one best episodes you39ve uploaded,1,0.9997604489326476
isn39t wife asian,0,0.9701483845710754
lmao quotdo even fuck broquot,0,0.9965470433235168
oh look meth head unkel,0,0.9841383099555968
4 cats lol gotta love felines,1,0.9977095127105712
lastpersonwearingturbanpersonwearingturban,1,0.9812785387039183
actually good episode long time,1,0.9997013211250304
even fuck bra lmao,0,0.9826238751411438
quotdo even fuck broquot,0,0.9938812255859376
attention americans koalas bears please stop referring koala bears sincerely australians,1,0.9925134778022766
hell keeps pet squirrel cuz wanna friend,0,0.9981447458267212
totally thought gonna say he39s jacked maybe kangaroo jacked anybody lol sad didn39t,0,0.9985207915306092
one reminded talladega knights last video that39s totally road ricky bobby loses cops,0,0.9969956874847412
exactly fluffer,0,0.9985320568084716
cat thing rollin xd,1,0.9674969911575316
cat impression pretty good,1,0.9998462200164796
8990th like 899 comment,0,0.9477842450141908
shit39s still going wow thought it39d dead,0,0.9982877373695374
href dat voice tho,0,0.995453715324402
4 cats,0,0.8457868695259094
squirrel like ive buried loads nuts laundry basket mothers disappointed,0,0.9992555975914
check href,0,0.9913201928138732
straya,0,0.9987664222717284
app nana want amazon gift codes putting invite code popular youtube videos download app nana get started put code h598130 im boom,1,0.7581284642219543
use buff kangaroos brfor breeding,0,0.9445338249206544
hey ray know say guys 4 cats grinningface,1,0.9971804618835448
quotthe officerquot,0,0.983037531375885
someone tell movember anymore,0,0.9994148015975952
best boy electric darth vader,1,0.9978904128074646
ray ur beard accentuates pretty eyes lol,1,0.9963926672935486
type dog really doesnt care sweetest race,1,0.9951692223548888
sad see shuting epizode,0,0.9997228980064392
kangaroo furry,0,0.5957990884780884
196,1,0.996437668800354
read credits won39t regret,1,0.9960519671440125
dude outno fun find channelsorry,0,0.999686360359192
nh kjen bgurusb ishiati,0,0.9817413687705994
fuck,0,0.9924936294555664
see types roos every straya,0,0.9917049407958984
encase you39re wondering reason kangaroo buff animals either low amounts entire deletions myostatin determines much muscle mass,0,0.9985502362251282
fluffer anna akana ahahaha,0,0.6389545202255249
laughed hard cat part sound like ahah,0,0.8568049669265747
even fuck bro xd ahahhaah,0,0.9899245500564576
good dayz,1,0.9998608827590942
koalas aren39t bears,0,0.9827425479888916
anyone fuck give subject kangaroo likely missing gdf8 gene produces protein myostatin pretty much stops muscle growth certain size without protein body reaches absurd amounts muscle mass without anything else special,0,0.9997801184654236
amazing episode,1,0.9998728036880492
even shave bro,0,0.9941436648368835
male kangaroos don39t pouches saying,0,0.9360620379447936
kangaroo looks like kangaroo john cena,0,0.979381024837494
koala bears drop bearsbr,0,0.988474190235138
watching kangaroo think need pay gym visit,0,0.9990943670272828
even funny equals3 geting worse,0,0.9998074173927308
look definition,1,0.9955020546913148
make videos,0,0.9746444821357728
koalas aren39t bears mate,0,0.9943414926528932
dont pet squirrel,0,0.9922154545783995
fact male kangaroos don39t pouches,0,0.974010407924652
face goddamit,0,0.9985862970352172
href darth vader,0,0.9801329374313354
omg 4 cats cat people unite,1,0.9968845248222352
check gains kangaroo,1,0.9986860156059264
fuck happened squirrel aids,0,0.999431312084198
fucking cute,1,0.999595582485199
ray shave beardand head 3,0,0.98722642660141
shape pubes face man,1,0.9913014769554138
fuck cops,0,0.9898939728736876
xd,1,0.7628415822982788
watching chase part ray said quotdriving wrong side roadquot bri think second brto right side,0,0.993723452091217
gosh squirrel fact fucking cute,1,0.9989691972732544
omg 6 video devil jk love videos,1,0.5257525444030762
time still got ray thanks making morning,1,0.9994489550590516
crack head,0,0.6714558601379395
awsome video,0,0.9940696954727172
kangaroojacked amirite,0,0.9965468049049376
hahahahaha quotdo even fuck broquot,0,0.9951823353767396
kangaroo jacked ok ill leave,0,0.9996755123138428
kangaroo prob mutation,0,0.9938032627105712
lol darth vader,1,0.9854108095169068
still quoti approve messagequot don39t get,0,0.955605149269104
cop vid gameplay battlefield hard line,0,0.971547782421112
u even lift brodo u,0,0.9978678226470948
quit made popular,0,0.999178111553192
bleebs,0,0.9309991002082824
insta slomy1,0,0.99879252910614
capital hill gangsta gone ray questions,0,0.9995872378349304
man cat sound href i39m pretty sure laughed x,1,0.8323661088943481
one best,1,0.9998536109924316
woa you39re video39s improving,1,0.9716107249259948
eh kangourous aus,1,0.7331545948982239
happen comment question day,0,0.9949191212654114
1st,1,0.9989364743232728
kangaroo thing fucked shouldn39t like,0,0.999002993106842
guy arrested notbr br gt brbroff hookbryeahbrarkansas game fish pursuit duh,0,0.9966689944267272
hide nuts laundry basket 2,0,0.9953745007514954
kangaroo though look healthy,0,0.9996917247772216
tried hide nuts dog one time,0,0.9994632601737976
hello rwj hate left u behind know late get back href,0,0.997707724571228
kangaroo real that39s impossible look biatch,0,0.9995079040527344
go jim mom makes best cakes ever,1,0.9996434450149536
quotfuckin39 cutequot,0,0.99762624502182
channel dying makes sad,0,0.9994714856147766
please put href,0,0.9894635677337646
also unshaven beard would awesome forming classic satan goatee mustache sayn,0,0.991647481918335
fuck yeah,1,0.8559030294418335
lol funny,1,0.9998088479042052
gg,1,0.555974543094635
wish buff man hes big,0,0.9670814871788024
there39s something dead faceoops sorry it39s beard,0,0.9997252821922302
4 cats really,0,0.9618452191352844
seen sexy lumberjack mirror lately,1,0.945949137210846
love arkansas href,1,0.856694757938385
6th videobrbr00,0,0.9190601706504822
oh meth,1,0.9366456866264344
dude last vid insanity,0,0.9983951449394226
669th video,1,0.983959972858429
girl want foreverbrboy nobrgirl even like mebrbrboy nobrgirl would cry walked awaybrboy nobrshe heard enough walked awaybrhe grabbed armbrboy pretty beautifulbri dont want forever need foreverbri dont like love youbri wouldnt cry walked away would die walked awaybrboy please stay mebrgirl willbrbrtonight midnight true love realize loves youbrsomething good happen 14 pmbrtomorrow could anywherebrget ready shock lifebrif dont post 5 comments bad luck love next 10 years,1,0.9625449180603028
liked better censored swear words,0,0.9973315000534058
think it39s time let ending 39not knowing flush toilet39 die maybe comment question day every amp,0,0.9994575381278992
hmm actually good episode,1,0.99977308511734
achy breaky 2,0,0.9331250190734864
ray39s performing cat brilliant,1,0.9997549653053284
meth head looked like smeagol lord rings,0,0.9965478777885436
didn39t know kangaroos came black want one,1,0.7122291922569275
moved tail,1,0.9873111248016356
nintendo little girls,1,0.9211143851280212
even fuck bro lol,0,0.9875384569168092
dude breaking bad picture drawing done artist ellewills instagram she39s good artist,1,0.9826328754425048
one funnier videos man,1,0.999498724937439
awesome i39m pretty awesome check channel sub awesome people unite paperclips,1,0.9998193383216858
tuesday,0,0.9940715432167052
lies you39re short take meth,0,0.9994206428527832
video sucking,0,0.9984082579612732
bring cat lauer back,1,0.9895250797271729
squirrel two brain cells one asleep one break,0,0.9957011342048644
one funnier 339s i39ve seen,1,0.8628465533256531
kangaroo jack39dbrhuh,0,0.9977241158485411
4 cats xd fail,0,0.9996235370635986
125th maybe,0,0.9777767658233644
race attack lucky mutha fuken camera man wasnt near would knocked outbrmr roo,0,0.9975109100341796
cat say39s mo sounds like,0,0.9356939792633056
cat immitation,1,0.9848902821540833
ray expected squirrel aids joke,0,0.9953776597976683
xd saw second clip vine exact day saw,0,0.9941126704216005
male kangaroos dont pouches,1,0.6033514738082886
noise,0,0.9973581433296204
females pouchesand also koalas aren39t bears deldel39,0,0.9840717911720276
fucks buried backyardlol,0,0.9981428384780884
whaat video actually really good compared videos keep ray,1,0.998845100402832
well skippy didn39t skipp arm day,1,0.7933084964752197
ray deep english accent sexuality would deeply disturbed,0,0.997611165046692
fuckin crack head br,0,0.9737213850021362
301 club,1,0.9897799491882324
love face hair bro,1,0.9997859597206116
even fuck bra,0,0.9809486865997314
hodgekangaroo,0,0.9952129125595092
another great video keep rwj,1,0.9998325109481812
methead looks like walter white scraggly hair,0,0.9949737787246704
wtf sqirull,0,0.9810139536857604
shave shave shave shave shave shave mean,0,0.9118277430534364
6 video,1,0.9467057585716248
beard that39s say,0,0.9909934401512146
omg videos gold today,1,0.9990216493606568
ugh ears hurting cop video,0,0.9989961981773376
plz garden gnome,1,0.822306752204895
branna anka lol,1,0.9889397025108336
57,1,0.9133513569831848
seriously cops us don39t know deescalate first last things cops learn one seems give fuck people die seriously,0,0.9980654120445251
6,1,0.9097813367843628
href pause read,0,0.9835407137870787
40th comment,1,0.95141339302063
equals 3 simble looks like face a3 penis,0,0.9958890080451964
href best boy electric darth vader,0,0.8197885751724243
video cheered lot cousins death thanks ray,1,0.9996501207351683
rwj literally looks like younger bruce jenner,1,0.9354474544525146
cop dick wtf,0,0.9855668544769288
like chicken,0,0.8432941436767578
kangaroo jack much,1,0.8733271956443787
used live arkansas people look like lol,1,0.9961146116256714
176th,1,0.9956324696540833
hilarious ray always best podcasts nothing showcase considerable talent bro,1,0.9990177154541016
oh god laughed hard methhead,0,0.916159689426422
reason buff low miostatin,0,0.9977489113807678
bestest accurate cat impression youtube,1,0.9990109205245972
u even forum bro,0,0.93891441822052
matter fact bench press 4 koala bears morning thank much,1,0.9997125267982484
stalking ya mom,0,0.9983747005462646
112th,1,0.9901677370071412
well actually it39s likely kangaroo low amount myostatin protien limits muscle growth it39s blood also evident many animals blue cattle dogs could wrong probable reason kangaroo like look watch asapscience video quotthe scientific secret strength muscle growthquot,0,0.9921730756759644
lolol,0,0.9475796222686768
hey raybri39ve seen video it39s goingis viral called quotstar wars olquot u check outbrbron side note see please like comment,1,0.9891496300697328
kangaroo remainds ricardo milosgrinningfacewithsweatfacewithtearsofjoyfacewithtearsofjoy,0,0.9091589450836182
squirrel,1,0.9922903180122375
billy mays another fantastic product,1,0.9998488426208496
ray looks like billy mays,0,0.6725587844848633
kangaroo muscular,0,0.9859682321548462
quotdont move get groundquot confusing,0,0.999367654323578
meth even,0,0.9494483470916748
thought first person shooting game character holding gun look like screen freaking real life doom seeing,0,0.997033953666687
didn39t bleep href,0,0.9892684817314148
black men fear buffed kangaroos prison brbrbr href,0,0.9923993945121764
funny thing thats even big kangaroo male red kangaroo39s kick u soo hard could kick chest,0,0.9715266227722168
waiting someone come say quoti meth i39m offendedquot,0,0.995855987071991
href,0,0.9945340156555176
know it39s cool watch bearb decrease playlist go,1,0.5035539865493774
marathon 3 videos,0,0.992592751979828
kangaroo buff lack myostatin,0,0.9955307841300964
kangaroo gonna bury squirrly nuts meth head,0,0.9968799352645874
let get straight 301 views 12360 likes makes sense,0,0.9977636337280272
ray tried meth anna would kick ass,0,0.9967888593673706
remember censored vids times,0,0.9988621473312378
state game wardens much power state trooper,0,0.5586134791374207
comedy ah,0,0.6077004075050354
meth even nigga,0,0.9118470549583436
6th video,1,0.9915278553962708
pop,1,0.998441517353058
dude car looks like paul tokin xd tokinglx,0,0.9837622046470642
he39s kangaroo jacked,0,0.9950333833694458
need see share video href,0,0.9345284700393676
al animals live harmony ray it39s raise like kids,1,0.9987844824790956
talk first person shooters lmao,1,0.9702978134155272
169,1,0.9176824688911438
lol watch tht squirrel video lt3,0,0.905054807662964
sometimes hide nuts laundry basket,0,0.9970898628234864
exactly ray turn midget version osama bin liden,0,0.998288094997406
