text,Label,Score
ray dod u start ur vhannelbrplease like,1,0.933822751045227
love quotprevious videoquot part end fit,1,0.9997406601905824
love videos hahahah,1,0.9996196031570436
u even lift bro,0,0.7069092988967896
darth vader href,0,0.9735822081565856
love ray,1,0.9998708963394164
even fuck bro hahahaha,0,0.9916109442710876
show resurrected awesome videofbb good job ray,1,0.999796450138092
cops google glass best idea ever,1,0.9912971258163452
guess thats new kangaroo jacked,0,0.9956350922584534
it39s moms birthday shoutout,1,0.9958617687225342
koala bears,0,0.9960875511169434
new series quotkangaroo shorequot gtl,0,0.9905224442481996
meth exactly it39s second time gets,1,0.9912142753601074
forgot comment questionbr,0,0.9988325238227844
93rd,1,0.9900918006896972
okay,1,0.9991324543952942
href boy electricbrdarth vader,0,0.7735713720321655
like guys watch it39s nice watch,1,0.9998408555984496
enjoy ties,1,0.9998749494552612
jesse pinkman,1,0.9993477463722228
thought retiring 3,0,0.9935677647590636
girlfriend like ben bernake beard,0,0.9950746893882751
squirrel seriously cutest thing i39ve ever seen promise ever,1,0.9997913241386414
australia strong wild life benching 70,1,0.9941219687461852
haha four cats cat man,0,0.9888577461242676
god bless great day,1,0.9998670816421508
dog like hell,0,0.998488426208496
solid episode enjoyed thoroughly,1,0.9998797178268432
wo,1,0.98227721452713
yearskangaroo jack liftin39,1,0.9920583367347716
looks like dog,0,0.9905616641044616
guys try youtube center addon brings back actual buffering,0,0.971071720123291
ima go find nut,1,0.9932737350463868
look guys face felt bad,0,0.9996504783630372
three cat39s,1,0.9794562458992004
glock ftw,0,0.977783739566803
love show,1,0.999881148338318
instead sh sh sh sh sh sh endings could next one ray imitating cats,0,0.998752236366272
ray gets crazy funny videos,1,0.9996765851974488
ray draw life video 39cause i39m awfully curious pasti mean jokes dad abandoning well something bad mom hilarious really wanna know happened,1,0.9799371361732484
wha got 4 cats crazy cat lady ray,0,0.9908349514007568
fish police fish police ever fish police deos,0,0.9932191967964172
cop stupidi understand force attacking put gun sake seems stupid seems mad thats,0,0.999099612236023
kangaroo roids vs mike tyson,0,0.6415978074073792
always starts episodes walking camera notingbrlol,1,0.9547756314277648
squirrel nuts,1,0.7188153266906738
good episodo finally,1,0.999767243862152
ray u look like hobo guy cant chuz,0,0.9966578483581544
wondering cop driving gun handsbr,0,0.9979971051216124
join tali39s,0,0.9954521059989928
2,0,0.9954630732536316
using fertilize grass steroids,0,0.9991255402565002
female kangaroos pouches 3,0,0.7864761352539062
lol first time watching rwj 2 yearsbrbr,1,0.9949021339416504
hey u swear alittle less enjoy watching u mum lol,1,0.9742253422737122
ray please yo say allah akbar allah akbar,1,0.9566160440444946
4 god damn cats wow,1,0.998443067073822
arkansas game fish also saved officers ped39s lives shootout west memphis walmart guys killed two cops wounded another,1,0.922468364238739
pet squirrel cute,1,0.9953908920288086
poor methhead,0,0.999688982963562
third one looks like call duty cops edition,0,0.9911541938781738
stupid hobo,0,0.9997782111167908
thought retiring bruh,0,0.9969569444656372
10,1,0.9376067519187928
best cat impersination ever,1,0.9986427426338196
kangaroo must jack lot ehh,0,0.993697464466095
353 dat face fish,0,0.995605766773224
669 videos,1,0.8796065449714661
l,1,0.940115451812744
omg uploaded birthday,0,0.9768586754798888
google glass available cops,1,0.6909652948379517
koalas aren39t bears tt,0,0.9886119961738586
omg cat quotmrquot got x39d,0,0.9720627665519714
kangaroo double muscled look,1,0.991731584072113
really people still call koalas koala bears live australia said i39d ether dreaming crack,0,0.9878437519073486
jesus christ squirrel adorable,1,0.991203546524048
review panssarijuna hullu ja epnormaali,0,0.9168335795402528
shavebrplzbrfor us,1,0.8727819919586182
best cat impression ever,1,0.9997026324272156
brkangaroo jack anyone,0,0.9954593777656556
raysyndrom dont watch videos like 1 month find watched newest weird i39ve like 2 years,0,0.9804136157035828
kangaroo jacked,0,0.9977843165397644
wasint nice,1,0.9990645051002502
ray fool can39t believe everything youtube called special editing could thing computer free,0,0.9993209838867188
10th,1,0.9980341792106628
hate guy always showing feed dont subscribe,0,0.997401475906372
american cops crazy,0,0.9689493179321288
cute aw,1,0.9968671202659608
hate say hate person i39m feeling beard c great vid,1,0.9945481419563292
mate thats cow sound cat hahaah,0,0.9913541674613952
holy shit rooroids,0,0.9981752634048462
shot bird dog finished,0,0.7635383605957031
tobuscus first video,0,0.9978750944137572
bra href dat stare doe,0,0.9955509901046752
kangaroo something would want fuck,0,0.8321169018745422
deffinetly better one,1,0.9880173206329346
best video,1,0.9998371601104736
thanks ray,1,0.9998262524604796
kangaroo yolo lifted,0,0.9699694514274596
four cats brbrmaybe time ditch anna,0,0.9993898868560792
2 40,1,0.9497778415679932
href heres dildo,0,0.9797092080116272
thats always hide nuts laundry basket,0,0.9899898767471312
nopeavi,0,0.9990517497062684
four cats explains crazy muzzle thing going,0,0.9772586226463318
hahaha nice video,1,0.9997648596763612
shave bro,0,0.5457205176353455
police chase video put shafte theme song hes driving car gets get driver song gets softer idk suggestion,0,0.9929527640342712
friend pet racoon,0,0.9202314615249634
3939oh gawwhd3939,0,0.9874144196510316
ray wi way fuzzy bear,0,0.9743478894233704
lol imagine faces came along red kangaroo they39d freak,0,0.975305438041687
ray stop using men beard dye looks funny,1,0.9568699598312378
police man glock 18,0,0.9022723436355592
know kangaroo name joey asshole bit sues,0,0.9980356097221376
keep coming meth ray,1,0.7270999550819397
lmao first time actually read credits end,0,0.8937195539474487
love vidbr,1,0.9998617172241212
look alright four cats see squirrel they39re like bevil cat meowb died laughter,0,0.975425899028778
love cat imitation,1,0.9978936314582824
live australia kangos like arent unommon,0,0.978688895702362
u know wow cups hell work,0,0.7090188264846802
must success usa look like satan worshipper,0,0.9260385036468506
got early,1,0.9954588413238524
see floor icejjfish,0,0.9060948491096495
50th,1,0.9994364380836488
male red kangaroo biggest type kangaroo 2m tall actually stood 5m away one camping outback intimidating animals cool also delicious although would imagine red kangaroo meat would tough,1,0.9989159107208252
meth even,0,0.9263938069343568
wanted 3 videos,0,0.9693377017974854
love u raybri mean homosexual way possible,1,0.9979903697967528
man ray announced quitting feel like every show hanging want something,0,0.9892492294311525
href perfect impersonation congress simply perfect ray,1,0.9986618757247924
that39s another reason australia deadliest country,0,0.996215522289276
what39s quotspot mequot joke wrong wanting safe,0,0.9989560842514038
669 videos brilluminati,0,0.5208740830421448
one funniest episodes you39ve done keep goin39 strong till end ray,1,0.999789535999298
gayman fish,0,0.5191726684570312
href could make joke balls men balls,0,0.9930238723754884
kangerroo,0,0.5670398473739624
try trimming beard man,0,0.9893859624862672
yay new video,1,0.97847718000412
waiting sqaids joke,0,0.998810887336731
even lift,1,0.9991360306739808
4 cats hah make laughbri eleven,1,0.9993682503700256
squirrel,1,0.9920045733451844
hate much aussies life bro,0,0.981460988521576
dosent ray review gangnam style,1,0.5847205519676208
href i39m longer alive xd,0,0.9993847608566284
great ray i39m going going around asking females fuck bro,1,0.986451268196106
39roo genetic defect causes double muscular mass like biceps twice large two biceps per arm,0,0.9892471432685852
dont stop,1,0.963034451007843
dont end series,0,0.983237087726593
would like say husband loved show passed away yesterday finished watching episode put smile face thank ray,1,0.9997779726982116
three awesomebr,1,0.9998621940612792
fuck podcast continue equals three please,0,0.994357168674469
href farts flexing lol,0,0.9968546628952026
2 videos,0,0.992155373096466
credits says quot best electric boy darth vaderquot,1,0.9997250437736512
got excited ray said quotsquirrel burying nuts dogquot turns expected,0,0.9996349811553956
href funniest part last episode preview xd,1,0.9920787215232848
kangaroo fucking insane regularly see kangaroos i39ve never seen,0,0.982008695602417
serious talent man facebook randomly clicked name saw one videos directed oh god best directing ever seen indie video ever keep man serious skill respect,1,0.9997866749763488
even lift brah,0,0.9971293807029724
look rap god right corner,1,0.9328125715255736
i39m kangaroos bitchiest,0,0.9897833466529846
manly beard,1,0.9983872175216676
noticed credits fluffer anna akana,1,0.9949719905853271
ok il spot u,1,0.9967902302742004
hahaha hilarious ray back,1,0.9986507296562196
nice beard,1,0.9995167255401612
guy kangaroos don39t pouch girl ones,0,0.984826683998108
href u sound like toddy gundarr mondomedia cartoon lol,0,0.9961466789245604
know i39ll using quotdo even fuck broquot,0,0.9952704310417176
flush darn toilet bro,0,0.9980888962745668
hey everyone know probably get comments time im sorry im spamming know probably call desperate way reach world channel posting awesome videos ranging gaming sports entertainment much brbrso could take seconds day subscribe would mean world helps muchbrbrthank really thankful,1,0.996593415737152
ray back agame,1,0.8410003185272217
you39re hilarious rey,1,0.9998759031295776
day cat growl doe xd,0,0.9853262901306152
make day,1,0.99973863363266
every thing australia big,1,0.9993476271629332
669 videos,1,0.7763733267784119
beard looks amazing ray,1,0.9998490810394288
hide nuts laundry basket,0,0.9962691068649292
58th comment,1,0.6109573245048523
looks like black billy mays,0,0.9828945398330688
href ray fart,0,0.9971631169319152
6 likes xd,1,0.8583472371101379
half expecting flex pointed discription box,0,0.995328426361084
hate show ending love podcasts,1,0.9981082677841188
police brutality,0,0.9944465160369872
funniest episode far,1,0.9998123049736024
video 6 develish,0,0.9974340796470642
squirrel awesome,1,0.999821960926056
squeral cute,0,0.9998010993003844
welcome gun show damn,1,0.9966689944267272
it39s time stop nsa spying us href take seconds today day fight back,0,0.9963492155075072
nut thing say squrill hiding nut dogs hair see,0,0.9445829391479492
6th video 0,0,0.947516918182373
excellent episode,1,0.999859094619751
ray giving kangaroo american accent wtf,0,0.9956626296043396
kangaroo must australian work knuckles echidna,0,0.9972594976425172
shave,1,0.7056136727333069
warning video contains squirrel aids,0,0.9987461566925048
hahahah,1,0.5309908390045166
ray dog called bernese mountain dog probably one friendly dogs breed,1,0.9979526996612548
maybe someone giving steroids,0,0.9977850914001464
best videos rewatch drunk gonna lie may wasted,0,0.6462202072143555
amo al canguro lt3,1,0.8627784252166748
lol da 669th vid,0,0.9921104311943054
17 november 2016,1,0.9927219748497008
feel like youtubers moving mean epic meal time smosh toby ray cutting hobby stuff still good though ray guys videos feel like money,0,0.9800990223884584
said second thoughts meth like dafuckbr,0,0.9988206028938292
lol dog likes scratching side,0,0.8590073585510254
someone pet squirrel,0,0.9970496892929076
heeyy waduup make videos mind checking em thanks whole lot,1,0.8326689004898071
even fuck brah,0,0.9961583018302916
ray hipster,1,0.9935684204101562
wow much swearing,1,0.8686638474464417
dat myostatinrelated muscle hypertrophy doe,0,0.99457186460495
u even lift,0,0.9910597205162048
6th vid,1,0.9617199301719666
poor kangaroo steroids nothing else,0,0.9989176988601683
video absolutely nuts whatbrps beard makes look like offender,0,0.9981356859207152
lol credits quotbest boy electricquot quotdarth vaderquot,0,0.8308752775192261
hahah laughing ass brlong time best vid,1,0.9927161335945128
every time,1,0.9954765439033508
shave look like cave man,0,0.992155373096466
understand mr squirreleven sometimes try hide nuts inside bitch,0,0.6106010675430298
one funnier videos made feel like really long time actually lol39d,1,0.993225872516632
669 vids xd,0,0.9446238279342652
lol relatively small kangaroo check 2m reds,0,0.8024530410766602
i39ll come back beard goes,0,0.9539999961853028
rebirth zyzz brah,1,0.9974923133850098
kangaroo better start squats,0,0.9983248114585876
nice episode,1,0.9982695579528807
thought told shave ugly beard,0,0.9993112087249756
ive never seen kangaroo buff jeez,0,0.5215253233909607
roger jr,0,0.9650877118110656
cat sound hahahaha,1,0.6200841069221497
kangaroo omg,0,0.8770076632499695
pet squirrel,0,0.8849257230758667
video say hes leaving 3,0,0.9976540207862854
kangaroo jack get get,0,0.9962144494056702
kangaroo jacked,0,0.9918644428253174
153,1,0.9436142444610596
6th video,1,0.7414599061012268
super video ray excellenti new youtuber,1,0.9994675517082214
even lift,0,0.8649176359176636
shave beard goddamned,0,0.9971320629119872
make ray ju rock,1,0.973645567893982
listen href beginning forces hear fart lol,0,0.9934598207473756
lol real life jessie pinkman,1,0.9609382152557372
arkansas ltlt,0,0.9714791774749756
what39s business 300 club,0,0.9965936541557312
surprised didnt make kangaroo jack joke lol,0,0.7025436162948608
think kangaroo male kangaskhan would look like,1,0.7856923937797546
ray fucking love man fucking love,1,0.9995748400688172
much better stupid podcast,1,0.5509116053581238
realised called 3 pomf,0,0.9974894523620604
ones else notice 6th vid coudence think jk love vids ray keep good work,1,0.9994719624519348
haven39t watch ray almost 3 years god change,0,0.9614617824554444
whould funnier squirrel busted nut huehuehue,0,0.997496783733368
hey ray lookin catch hands cuh jk love,1,0.9998243451118468
even fuck bruh,0,0.99614679813385
6th video holy crap yesterday tv turned volume turning loud possible 6 showed last happened tv shuts itselffreaky,0,0.9990617632865906
one fucking funny except meth guy kind boring funniest one,1,0.9985600113868712
rewiew frozen censored,0,0.9993945360183716
quotdo even fuck broquot lmfaoo best part ever,1,0.9951386451721193
wow calling alien kangaroo desiase fuck,0,0.989826202392578
who39s funnier spoken reasons aka askin questionsbror raywilliamjohnson,0,0.9514621496200562
damn cop grabbed dude hair,0,0.9894667267799376
i39m russia it39s normal,1,0.7967182397842407
squirrels trying get nut,0,0.9992142915725708
fuck cops mean game wardens,0,0.9988964796066284
ray stop making shorter videos slowly push us away going end channel lease end good note,1,0.9823768138885498
fuck cop tell look,0,0.9984772801399232
friend he39s kangaroo name arnold,1,0.989284098148346
href ray sounds like dirt bike,0,0.99845290184021
first,1,0.9977535605430604
thats real kangaroo jack39d,1,0.9570100903511048
one word kangaroobrsteroids,0,0.989487648010254
dude thing koala bearbrit39s koalabrbrbrbrbrpineapples dbr href href,0,0.9966720342636108
hm kangaroo must belong chuck norris,0,0.9951287508010864
href,0,0.995889127254486
say fuck guys,0,0.9897230863571168
jesus kangaroo must onlikekangaroids,0,0.9915703535079956
kangaroo wearing costume,1,0.9726118445396424
like picture legal dianabol instead real steroids,0,0.994001567363739
dat pose doe,0,0.9764212965965272
dog epic u know al fucks id give buried backyard haha,0,0.981804370880127
honestly pretty fbb funny episode,1,0.9962266683578492
fluffer anna akanabrbrwell played rwj well played,1,0.999737560749054
dix je approuve thas message,1,0.5942479372024536
even fuck bro oo39,0,0.9950926303863524
you39re funny anymore,0,0.9996880292892456
2 bernese mountain dogs one exactly like one video gentle giants great family daycare kids mom babysits wouldn39t hurt fly,1,0.9997431635856628
kangaroo reminds joey madagascar,1,0.9386079907417296
ray go sir fendora channal asked one like look many,1,0.964991569519043
meth like huge drug 39merica,0,0.9458820819854736
would kangaroo sound like black man ray,0,0.9980720281600952
hahahahahahahahahaa,0,0.985340178012848
still subbed channel,0,0.9937223792076112
like,1,0.99985933303833
meowbr,1,0.9991212487220764
agree playstation always better,0,0.8804382681846619
it39s steroids,0,0.9880359768867492
kangaroo like quoti yokedquot,0,0.9967678785324096
even fuck,0,0.9880318641662598
see darth vader name credits,0,0.9974600672721864
genes man people born buff p yeah,1,0.7107377648353577
kangaroo goes ham daily,0,0.987667441368103
kangaroo like quotyeah work outquot,0,0.989593267440796
good one funny,1,0.9998799562454224
65,1,0.9972909092903136
sounds like xrpmx13,0,0.9930428266525269
welcome australia,1,0.9998238682746888
camera man first vid sounds like tobuscus,0,0.9851945042610168
first comment,1,0.950330376625061
da fuk swear kangaroos abs abs abs abs well get picture,1,0.996190071105957
koala bear ray bear,0,0.996460258960724
welcome arkansas,1,0.9996838569641112
hey ray it39s long time havent watch long time youtubers like markiplieryamimashand pewdiepie still thank making happy also nice beard,1,0.9996635913848876
female kangaroos choose mates males biggest biceps thought would want know ray href,0,0.8859875202178955
kangaroo listens nba young boy,1,0.9686216115951538
meth lt3,0,0.9981653094291688
arkansas u see meth head home state,0,0.9009770154953004
even fuck bruh nice,1,0.7527754902839661
kangaroo squirrel father disappointed son,0,0.9996826648712158
best rwj video,1,0.9997031092643738
hes kangaroo jacked,0,0.9919390082359314
steroids,0,0.9722221493721008
ray u r best u play silly get dude,1,0.999053418636322
quot make raywilliamjohnson see thisquot dont stop keep making videoes,1,0.9321226477622986
wow actually good set videos,1,0.9996964931488036
ray going coked scorsese phase,0,0.9686429500579834
damn kangaroo flexing,0,0.5457363128662109
dear raythe way u sayquothe fuck u upquot killing hahahahah,0,0.9970223307609558
go check videos hope make laugh,1,0.999408721923828
want riley rewind,0,0.9996942281723022
like could even find mass,0,0.9826404452323914
kangaroo probably test subject steroids,0,0.996678590774536
single effective line quotif thinking fishing without permit fuck upquot haven39t laughed hard since little girl well executed,1,0.9991614818572998
help,1,0.9892712831497192
squirrel nice giving dog nuts,1,0.9906161427497864
straya,0,0.9962989687919616
1266th,1,0.9884286522865297
kangaroo would zyzz spirit animal,0,0.5891147255897522
jessie hot,1,0.9973010420799256
kangaroids,1,0.9798301458358764
aussies stacking countries lift,0,0.9195119142532348
mexican indian,0,0.9761365652084352
ray should39ve said meth head goes jail dog isn39t gonna one quotnuts buried himquot,0,0.9922186136245728
headphoneusers beware second video,0,0.9952419996261596
kangaroo run faster hands legs think xd,0,0.9805228114128112
men39s asses,0,0.9573857188224792
obama dog sayin39,0,0.90333354473114
could remember squirrel aids thing,0,0.9980378746986388
kangaroo jack3d,0,0.9758087396621704
squirrel,1,0.993285059928894
funny loo nice video choices,1,0.9997679591178894
feel bad guy thoughlike terrified scared felt bad,0,0.999724805355072
oo,1,0.9636330604553224
anyone actually wanna live quotbreaking bad lifequot meth cook bunch money never really enjoys doesn39t sound fun,0,0.9992623925209044
lol anna39s name says fluffer lol,0,0.9437126517295836
hey ray disappointed crush ellen page lesbian,0,0.9941853880882264
figured meth head,1,0.951633870601654
poodle,1,0.8872056007385254
ray he39s like jackedbrbrme guess could say kangaroo jacked,0,0.9950212240219116
live arkansas lot meth heads gettig crazy check,0,0.9791154861450196
kangaroo serious roids,0,0.9762618541717528
lol quotgoogle glass commercialquot,0,0.9978051781654358
hey ray imma koala,1,0.9991340041160583
meth head kinda looks like danny fron gamegrumpsbr,0,0.9972577691078186
lolz,0,0.9826576113700868
bernese mountain dog they39re really peaceful dog never hurt anything xd,1,0.9987910389900208
funniest video you39ve made yet,1,0.9998268485069276
bring back comment question day,1,0.9839529395103456
squirrels forget bury nutsgrey squirrels forget 50 time kind nature39s way planting trees,0,0.99901020526886
yo,1,0.9966350197792052
lol href,0,0.9921403527259828
tha la douche drinking kale smoothies dam kangaroos,0,0.9841731786727904
raywilliamjohnson top,1,0.999809205532074
everyone please bare read followingbrsince everyone coming closet lately want saybri coming heterosexual straight guy yep may come shocking many like pussy like whole live born waybri finally come terms self hope family friends accept,1,0.9973639845848083
guess name must39ve beenkangaroo jack39d,0,0.9973189234733582
happened kangaroo jack br,0,0.986283540725708
apathetic psh little words beard guycome,0,0.99673330783844
pet squirrel,0,0.9974931478500366
man beard looks like wombat sat face sleeping left it39s ass face,0,0.9977409839630128
ray bro last heard song bit oh titties glad maken big bro got props,1,0.9844691157341005
it39s first time i39m commenting,1,0.9663061499595642
roger tekken,1,0.9896937012672424
moh omfg i39m dying br,0,0.9979221224784852
best one,1,0.9998478889465332
funny stuff,1,0.999799907207489
laught ass part cop,0,0.9660932421684264
dog high,1,0.975140392780304
quotdo even bend broquot,0,0.993278443813324
whoo io9,0,0.9660639762878418
squirrel xd omg can39t get enough,0,0.9989064931869508
much better episode last week,0,0.7728989720344543
celebrity crush came closet ray ellen paige wondering,0,0.987493932247162
kangaroo steroids,0,0.9944061040878296
face made hahah,1,0.9993815422058104
obama youtube channel say,0,0.926251232624054
koalas nothing bears koalas,0,0.973422348499298
thanks ray sleep peace,1,0.9991527795791626
hey hoodie,1,0.93242746591568
4 years last real ray episode equals 3,0,0.9706780910491944
know fucks give yeah burried back yard,0,0.9918920993804932
squirrel got nuts deep dog brthat one obvious ray still didn39t go,0,0.9933629035949708
best video last times,1,0.9998180270195008
what39s happening forum,1,0.9955801367759703
u don39t drugs,0,0.9004197716712952
proud become johnson,1,0.9998427629470824
fluffer anna akana,1,0.7013017535209656
squirrel stuck nut dogs ass xd,0,0.9987279772758484
wait wait thoughts meth,0,0.998607337474823
okay dont speak dont show face show videos speak dont scream man egh,0,0.989504098892212
scrat,1,0.9979223608970642
warriors virtue,1,0.999805748462677
10th view,1,0.996712327003479
difference rwj 2 years ago 2 years ago try laugh it39s try find excuse laugh,0,0.999076008796692
squirrel cute 3,1,0.9997318387031556
heard fart href,0,0.9936518669128418
comment question,0,0.9791399240493774
isn39t physically impossible kangaroo walk hind legs,0,0.9753537774086
hide nuts,0,0.9938181042671204
biceps tho,1,0.9266781210899352
kangaroo awesome,1,0.9998376369476318
looks like cg tho,0,0.9874117374420166
dog worthless,0,0.9997835755348206
video 6 spooky,1,0.981050193309784
best boy electric darth vader lol,1,0.99734228849411
beard scaring c,0,0.9666668176651
best cat impression ever xd,1,0.9997019171714784
nice one right mate biggups,1,0.9997005462646484
going stop make good,1,0.9997143149375916
fuck,1,0.8601195216178894
deez nuts,1,0.5115334391593933
14th,1,0.9974052309989928
href hahahah,0,0.9537079334259032
third video looks like video game,0,0.9943851232528688
yoo laughing quotno one think look herequot comment got fuckinn rolling,0,0.9990587830543518
69 views lol,1,0.9625200629234314
comments possible,0,0.989788055419922
think kangaroo sick,0,0.9992955923080444
href furry39s wet dream,0,0.9823654294013976
hilarante cague de risa haha keep,1,0.9994600415229796
href cats cows,0,0.98631489276886
yayy state finally something enjoy watching,1,0.9988287091255188
ray looks nice hair slighly neater video,1,0.9835240244865416
haha squirrel voice,1,0.9636074900627136
lol thabuff kangaroo made episode,0,0.9580846428871156
quotyou know fucks give buried backyardquotbrbrseriously funny dude love haha,1,0.9969347715377808
best boy electric darth vader haha wtf,1,0.9953866600990297
rays first 3 video called,0,0.9976813793182372
meth,0,0.998282551765442
haha quotdo even fuck broquot hilarious,1,0.999081254005432
loved video,1,0.9998741149902344
bad cop didnt go pro,0,0.9964396357536316
thumbs you39re viewer 302,1,0.9989411234855652
volume warning,0,0.9986847043037416
imagine ray william johnson playing movie steve carell jim carrey farell wouldn39t amazing,1,0.9085554480552672
i39m ausrtalian love animals kangaroo insane zoo rock ray,1,0.8168380856513977
href,0,0.9970417618751526
u even lift bro lol,0,0.9971975088119508
it39s koala koala bear bearsbr,0,0.9981484413146972
way ray says cute new cracking adorable though,1,0.9997976422309875
never heard cat mooing,0,0.9617214798927308
dont approve message never btw need hide nuts,0,0.9994969367980956
kangaroo jack got jacked p,0,0.996074676513672
good impression angry cat ray,1,0.999032735824585
i39m still wow,1,0.9995205402374268
105thbr,1,0.9024140238761902
dude you39re seriously creepy beard,0,0.9376482367515564
cant watch serious podcasts listen yourfavoritemartian watch equals three cant,0,0.753763735294342
testing things added,1,0.990626573562622
cute bernese mountain dog,1,0.9990671277046204
fluffer anna akana,1,0.8666149377822876
glock 18,1,0.8110187649726868
review video mom dancing son wedding,1,0.9703474640846252
squirrel should39ve hid nuts dog39s ass one would ever look,0,0.9990837574005128
kanga cellmate joke couldve easily slipped burry nut kinda deal,0,0.9974573254585266
300,1,0.7395035624504089
methage bryou39re welcome,1,0.9997182488441468
hahah think dog dosent mind,0,0.8735517859458923
hey everyone everyone hey uhm hi bri nothing say,0,0.9811668992042542
quotfirst associate chief exorcismsquot actually sounds like quotbig bobquot must tough days office lol href,0,0.9989983439445496
last one like cod irl,0,0.9980552196502686
don39t drugs kids,1,0.9751238226890564
upload please,1,0.9954718351364136
watching video i39m like quotmeaoowquot,0,0.9473609924316406
selective breeding likely kangaroo buff cows usually selectively breed often produce meat muscle equals meat selective breeding allow stronger animal reproduce example eventually genes passed generations buff animals fastest method evolution however might kangaroo buff learned something new,1,0.9275559186935424
kangaroo reminds knuckle new design,1,0.9436498880386353
haha nothing personal ray really shave look attractive younger without beard,0,0.5526672005653381
dude beard looks good you39re like matt le blanc grow beard,1,0.9995217323303224
jacked like kangaroo jacked eh eh one alright,0,0.9955905675888062
kangaroo weird overdeveloped muscle disease lol,0,0.9987473487854004
cute p,1,0.9998620748519896
isn39t funny anymore,0,0.9988129138946532
first vid tobiegames,1,0.7395670413970947
cop video loud could actually hear volume joke,0,0.9930881857872008
kangaroo jacked,0,0.994191348552704
tip,1,0.9912625551223756
hilarious video haha,1,0.9998615980148317
unce,0,0.9900748133659364
good time retire episode bruh,1,0.9992210865020752
